group,combo_type,combination,products,slope,r2
GALAXY,pair_sum,SOUNDS_DARK_MATTER+SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER | GALAXY_SOUNDS_SOLAR_WINDS,0.00045525925568028783,0.3920067603672122
GALAXY,pair_diff,SOUNDS_DARK_MATTER-SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER | GALAXY_SOUNDS_SOLAR_WINDS,-0.00037618957523021055,0.2602962352943428
GALAXY,pair_sum,SOUNDS_PLANETARY_RINGS+SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS | GALAXY_SOUNDS_SOLAR_FLAMES,0.0002553423982270468,0.06246532788935876
GALAXY,pair_diff,SOUNDS_PLANETARY_RINGS-SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS | GALAXY_SOUNDS_SOLAR_FLAMES,0.0003626899886485444,0.12403592924565146
GALAXY,pair_sum,SOUNDS_PLANETARY_RINGS+SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_PLANETARY_RINGS | GALAXY_SOUNDS_SOLAR_WINDS,0.0007247406088930449,0.413853361000031
GALAXY,pair_diff,SOUNDS_PLANETARY_RINGS-SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_PLANETARY_RINGS | GALAXY_SOUNDS_SOLAR_WINDS,-0.00010670822201745354,0.010586585920728569
GALAXY,pair_sum,SOUNDS_SOLAR_FLAMES+SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES | GALAXY_SOUNDS_SOLAR_WINDS,0.00036205062024450066,0.29601013360626155
GALAXY,pair_diff,SOUNDS_SOLAR_FLAMES-SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES | GALAXY_SOUNDS_SOLAR_WINDS,-0.0004693982106659983,0.2508665307955855
MICROCHIP,pair_sum,CIRCLE+OVAL,MICROCHIP_CIRCLE | MICROCHIP_OVAL,-0.0014941285742179203,0.8349938899225319
MICROCHIP,pair_diff,CIRCLE-OVAL,MICROCHIP_CIRCLE | MICROCHIP_OVAL,0.0019276191363506885,0.8248259774583805
MICROCHIP,pair_sum,CIRCLE+RECTANGLE,MICROCHIP_CIRCLE | MICROCHIP_RECTANGLE,-0.00043937387467263733,0.15081790955697555
MICROCHIP,pair_diff,CIRCLE-RECTANGLE,MICROCHIP_CIRCLE | MICROCHIP_RECTANGLE,0.000872864436805405,0.7741385726527285
MICROCHIP,pair_sum,CIRCLE+SQUARE,MICROCHIP_CIRCLE | MICROCHIP_SQUARE,0.001987924863832138,0.8589870866653857
MICROCHIP,pair_diff,CIRCLE-SQUARE,MICROCHIP_CIRCLE | MICROCHIP_SQUARE,-0.0015544343016993714,0.47488226368155867
MICROCHIP,pair_sum,CIRCLE+TRIANGLE,MICROCHIP_CIRCLE | MICROCHIP_TRIANGLE,-0.0005546974900074416,0.5111970741421894
MICROCHIP,pair_diff,CIRCLE-TRIANGLE,MICROCHIP_CIRCLE | MICROCHIP_TRIANGLE,0.000988188052140209,0.48674617985077817
MICROCHIP,pair_sum,OVAL+RECTANGLE,MICROCHIP_OVAL | MICROCHIP_RECTANGLE,-0.0023669930110233254,0.9344812981748789
MICROCHIP,pair_diff,OVAL-RECTANGLE,MICROCHIP_OVAL | MICROCHIP_RECTANGLE,-0.0010547546995452824,0.5749893582701074
MICROCHIP,pair_sum,OVAL+SQUARE,MICROCHIP_OVAL | MICROCHIP_SQUARE,6.030572748145102e-05,0.0017028040038207983
MICROCHIP,pair_diff,OVAL-SQUARE,MICROCHIP_OVAL | MICROCHIP_SQUARE,-0.003482053438050059,0.9172124908396836
MICROCHIP,pair_sum,OVAL+TRIANGLE,MICROCHIP_OVAL | MICROCHIP_TRIANGLE,-0.0024823166263581295,0.8631214170999276
MICROCHIP,pair_diff,OVAL-TRIANGLE,MICROCHIP_OVAL | MICROCHIP_TRIANGLE,-0.0009394310842104789,0.7774691052901889
MICROCHIP,pair_sum,RECTANGLE+SQUARE,MICROCHIP_RECTANGLE | MICROCHIP_SQUARE,0.0011150604270267338,0.6273078265784392
MICROCHIP,pair_diff,RECTANGLE-SQUARE,MICROCHIP_RECTANGLE | MICROCHIP_SQUARE,-0.002427298738504777,0.6965475152698852
MICROCHIP,pair_sum,RECTANGLE+TRIANGLE,MICROCHIP_RECTANGLE | MICROCHIP_TRIANGLE,-0.0014275619268128465,0.907496306248033
MICROCHIP,pair_diff,RECTANGLE-TRIANGLE,MICROCHIP_RECTANGLE | MICROCHIP_TRIANGLE,0.00011532361533480399,0.011935074835203384
MICROCHIP,pair_sum,SQUARE+TRIANGLE,MICROCHIP_SQUARE | MICROCHIP_TRIANGLE,0.0009997368116919298,0.2807530197849732
MICROCHIP,pair_diff,SQUARE-TRIANGLE,MICROCHIP_SQUARE | MICROCHIP_TRIANGLE,0.0025426223538395805,0.894856578930068
OXYGEN,pair_sum,SHAKE_CHOCOLATE+SHAKE_EVENING_BREATH,OXYGEN_SHAKE_CHOCOLATE | OXYGEN_SHAKE_EVENING_BREATH,0.0004293806572770895,0.2633183229242344
OXYGEN,pair_diff,SHAKE_CHOCOLATE-SHAKE_EVENING_BREATH,OXYGEN_SHAKE_CHOCOLATE | OXYGEN_SHAKE_EVENING_BREATH,0.0003410567305389519,0.20619028662665057
OXYGEN,pair_sum,SHAKE_CHOCOLATE+SHAKE_GARLIC,OXYGEN_SHAKE_CHOCOLATE | OXYGEN_SHAKE_GARLIC,0.001373217209596908,0.739159380818973
OXYGEN,pair_diff,SHAKE_CHOCOLATE-SHAKE_GARLIC,OXYGEN_SHAKE_CHOCOLATE | OXYGEN_SHAKE_GARLIC,-0.0006027798217808665,0.5114308066950988
OXYGEN,pair_sum,SHAKE_CHOCOLATE+SHAKE_MINT,OXYGEN_SHAKE_CHOCOLATE | OXYGEN_SHAKE_MINT,0.00017974084698304537,0.0561094569476804
OXYGEN,pair_diff,SHAKE_CHOCOLATE-SHAKE_MINT,OXYGEN_SHAKE_CHOCOLATE | OXYGEN_SHAKE_MINT,0.000590696540832996,0.3669938173950107
OXYGEN,pair_sum,SHAKE_CHOCOLATE+SHAKE_MORNING_BREATH,OXYGEN_SHAKE_CHOCOLATE | OXYGEN_SHAKE_MORNING_BREATH,-0.00017675560580195058,0.04816134843532662
OXYGEN,pair_diff,SHAKE_CHOCOLATE-SHAKE_MORNING_BREATH,OXYGEN_SHAKE_CHOCOLATE | OXYGEN_SHAKE_MORNING_BREATH,0.0009471929936179929,0.6767529036359053
OXYGEN,pair_sum,SHAKE_EVENING_BREATH+SHAKE_GARLIC,OXYGEN_SHAKE_EVENING_BREATH | OXYGEN_SHAKE_GARLIC,0.0010321604790579561,0.827839011877369
OXYGEN,pair_diff,SHAKE_EVENING_BREATH-SHAKE_GARLIC,OXYGEN_SHAKE_EVENING_BREATH | OXYGEN_SHAKE_GARLIC,-0.0009438365523198186,0.5699672369146637
OXYGEN,pair_sum,SHAKE_EVENING_BREATH+SHAKE_MINT,OXYGEN_SHAKE_EVENING_BREATH | OXYGEN_SHAKE_MINT,-0.00016131588355590648,0.06638523357725291
OXYGEN,pair_diff,SHAKE_EVENING_BREATH-SHAKE_MINT,OXYGEN_SHAKE_EVENING_BREATH | OXYGEN_SHAKE_MINT,0.0002496398102940442,0.08622296038363939
OXYGEN,pair_sum,SHAKE_EVENING_BREATH+SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH | OXYGEN_SHAKE_MORNING_BREATH,-0.0005178123363409025,0.48094464116424873
OXYGEN,pair_diff,SHAKE_EVENING_BREATH-SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH | OXYGEN_SHAKE_MORNING_BREATH,0.0006061362630790403,0.36552252208760916
OXYGEN,pair_sum,SHAKE_GARLIC+SHAKE_MINT,OXYGEN_SHAKE_GARLIC | OXYGEN_SHAKE_MINT,0.0007825206687639117,0.5364751535083776
OXYGEN,pair_diff,SHAKE_GARLIC-SHAKE_MINT,OXYGEN_SHAKE_GARLIC | OXYGEN_SHAKE_MINT,0.001193476362613863,0.7227902811678713
OXYGEN,pair_sum,SHAKE_GARLIC+SHAKE_MORNING_BREATH,OXYGEN_SHAKE_GARLIC | OXYGEN_SHAKE_MORNING_BREATH,0.00042602421597891585,0.21249840652549293
OXYGEN,pair_diff,SHAKE_GARLIC-SHAKE_MORNING_BREATH,OXYGEN_SHAKE_GARLIC | OXYGEN_SHAKE_MORNING_BREATH,0.0015499728153988588,0.8878598132773747
OXYGEN,pair_sum,SHAKE_MINT+SHAKE_MORNING_BREATH,OXYGEN_SHAKE_MINT | OXYGEN_SHAKE_MORNING_BREATH,-0.0007674521466349467,0.5233162468077024
OXYGEN,pair_diff,SHAKE_MINT-SHAKE_MORNING_BREATH,OXYGEN_SHAKE_MINT | OXYGEN_SHAKE_MORNING_BREATH,0.00035649645278499606,0.18171366208146042
PANEL,pair_sum,1X2+1X4,PANEL_1X2 | PANEL_1X4,-0.0006608165041431293,0.4423192999425267
PANEL,pair_diff,1X2-1X4,PANEL_1X2 | PANEL_1X4,0.0007433399168459331,0.30772176624620035
PANEL,pair_sum,1X2+2X2,PANEL_1X2 | PANEL_2X2,-0.0004264002562304447,0.36314122550795525
PANEL,pair_diff,1X2-2X2,PANEL_1X2 | PANEL_2X2,0.0005089236689332484,0.15778307737051933
PANEL,pair_sum,1X2+2X4,PANEL_1X2 | PANEL_2X4,0.0006815922728462134,0.41652615447928826
PANEL,pair_diff,1X2-2X4,PANEL_1X2 | PANEL_2X4,-0.0005990688601434101,0.41654024256275485
PANEL,pair_sum,1X2+4X4,PANEL_1X2 | PANEL_4X4,-5.734965106374257e-07,3.4847151872998665e-07
PANEL,pair_diff,1X2-4X4,PANEL_1X2 | PANEL_4X4,8.3096909213441e-05,0.012760137392935094
PANEL,pair_sum,1X4+2X2,PANEL_1X4 | PANEL_2X2,-0.0011697401730763784,0.5469921437437679
PANEL,pair_diff,1X4-2X2,PANEL_1X4 | PANEL_2X2,-0.00023441624791268475,0.096806057981489
PANEL,pair_sum,1X4+2X4,PANEL_1X4 | PANEL_2X4,-6.17476439997196e-05,0.006258227037697012
PANEL,pair_diff,1X4-2X4,PANEL_1X4 | PANEL_2X4,-0.0013424087769893433,0.7853455419892056
PANEL,pair_sum,1X4+4X4,PANEL_1X4 | PANEL_4X4,-0.0007439134133565705,0.5680075134622254
PANEL,pair_diff,1X4-4X4,PANEL_1X4 | PANEL_4X4,-0.0006602430076324921,0.303225805194679
PANEL,pair_sum,2X2+2X4,PANEL_2X2 | PANEL_2X4,0.00017266860391296503,0.05073227846754044
PANEL,pair_diff,2X2-2X4,PANEL_2X2 | PANEL_2X4,-0.0011079925290766583,0.7327110013447696
PANEL,pair_sum,2X2+4X4,PANEL_2X2 | PANEL_4X4,-0.0005094971654438857,0.5416035857041259
PANEL,pair_diff,2X2-4X4,PANEL_2X2 | PANEL_4X4,-0.0004258267597198075,0.14035464911655798
PANEL,pair_sum,2X4+4X4,PANEL_2X4 | PANEL_4X4,0.0005984953636327725,0.5349344702539485
PANEL,pair_diff,2X4-4X4,PANEL_2X4 | PANEL_4X4,0.0006821657693568509,0.4969868552980774
PEBBLES,pair_sum,L+M,PEBBLES_L | PEBBLES_M,0.0007476801976285337,0.3653837238053104
PEBBLES,pair_diff,L-M,PEBBLES_L | PEBBLES_M,-0.0003992576632436196,0.20855848597024912
PEBBLES,pair_sum,L+S,PEBBLES_L | PEBBLES_S,-0.0006855342856539271,0.374750180549401
PEBBLES,pair_diff,L-S,PEBBLES_L | PEBBLES_S,0.0010339568200388408,0.6557627112619724
PEBBLES,pair_sum,L+XL,PEBBLES_L | PEBBLES_XL,0.001874477011393863,0.8481091838515887
PEBBLES,pair_diff,L-XL,PEBBLES_L | PEBBLES_XL,-0.0015260544770089497,0.4389200975998974
PEBBLES,pair_sum,L+XS,PEBBLES_L | PEBBLES_XS,-0.0014139783117299758,0.7482927957327191
PEBBLES,pair_diff,L-XS,PEBBLES_L | PEBBLES_XS,0.00176240084611489,0.7835917252353116
PEBBLES,pair_sum,M+S,PEBBLES_M | PEBBLES_S,-0.0002862766224103073,0.13314393349776737
PEBBLES,pair_diff,M-S,PEBBLES_M | PEBBLES_S,0.0014332144832824602,0.8224412330294449
PEBBLES,pair_sum,M+XL,PEBBLES_M | PEBBLES_XL,0.002273734674637483,0.8644177670909473
PEBBLES,pair_diff,M-XL,PEBBLES_M | PEBBLES_XL,-0.0011267968137653294,0.3434502611174705
PEBBLES,pair_sum,M+XS,PEBBLES_M | PEBBLES_XS,-0.0010147206484863562,0.6488241968272718
PEBBLES,pair_diff,M-XS,PEBBLES_M | PEBBLES_XS,0.0021616585093585093,0.8854039920224642
PEBBLES,pair_sum,S+XL,PEBBLES_S | PEBBLES_XL,0.0008405201913550223,0.3839187946280972
PEBBLES,pair_diff,S-XL,PEBBLES_S | PEBBLES_XL,-0.00256001129704779,0.7776584777540606
PEBBLES,pair_sum,S+XS,PEBBLES_S | PEBBLES_XS,-0.0024479351317688173,0.9514090694913001
PEBBLES,pair_diff,S-XS,PEBBLES_S | PEBBLES_XS,0.0007284440260760487,0.45898121409093096
PEBBLES,pair_sum,XL+XS,PEBBLES_XL | PEBBLES_XS,0.00011207616527897349,0.00946837088991643
PEBBLES,pair_diff,XL-XS,PEBBLES_XL | PEBBLES_XS,0.003288455323123839,0.8520031668418971
ROBOT,pair_sum,DISHES+IRONING,ROBOT_DISHES | ROBOT_IRONING,-0.00021704456683449398,0.10159768783073232
ROBOT,pair_diff,DISHES-IRONING,ROBOT_DISHES | ROBOT_IRONING,0.0013412993776747773,0.9236485750833067
ROBOT,pair_sum,DISHES+LAUNDRY,ROBOT_DISHES | ROBOT_LAUNDRY,-6.435526851595382e-07,1.6131993077643039e-06
ROBOT,pair_diff,DISHES-LAUNDRY,ROBOT_DISHES | ROBOT_LAUNDRY,0.0011248983635254426,0.8029958499242641
ROBOT,pair_sum,DISHES+MOPPING,ROBOT_DISHES | ROBOT_MOPPING,0.0012027963055031062,0.8520835606636263
ROBOT,pair_diff,DISHES-MOPPING,ROBOT_DISHES | ROBOT_MOPPING,-7.854149466282389e-05,0.008840979749809848
ROBOT,pair_sum,DISHES+VACUUMING,ROBOT_DISHES | ROBOT_VACUUMING,2.185055593205619e-05,0.0019121392825765548
ROBOT,pair_diff,DISHES-VACUUMING,ROBOT_DISHES | ROBOT_VACUUMING,0.0011024042549082269,0.9065860057506733
ROBOT,pair_sum,IRONING+LAUNDRY,ROBOT_IRONING | ROBOT_LAUNDRY,-0.001341942930359936,0.8086829989285824
ROBOT,pair_diff,IRONING-LAUNDRY,ROBOT_IRONING | ROBOT_LAUNDRY,-0.00021640101414933455,0.12838894008779145
ROBOT,pair_sum,IRONING+MOPPING,ROBOT_IRONING | ROBOT_MOPPING,-0.00013850307217167006,0.06580068177230984
ROBOT,pair_diff,IRONING-MOPPING,ROBOT_IRONING | ROBOT_MOPPING,-0.0014198408723376005,0.704116737565213
ROBOT,pair_sum,IRONING+VACUUMING,ROBOT_IRONING | ROBOT_VACUUMING,-0.001319448821742721,0.8543819491428567
ROBOT,pair_diff,IRONING-VACUUMING,ROBOT_IRONING | ROBOT_VACUUMING,-0.0002388951227665501,0.18317861581059977
ROBOT,pair_sum,LAUNDRY+MOPPING,ROBOT_LAUNDRY | ROBOT_MOPPING,7.789794197766429e-05,0.015510488905253292
ROBOT,pair_diff,LAUNDRY-MOPPING,ROBOT_LAUNDRY | ROBOT_MOPPING,-0.0012034398581882663,0.6629755905443567
ROBOT,pair_sum,LAUNDRY+VACUUMING,ROBOT_LAUNDRY | ROBOT_VACUUMING,-0.0011030478075933863,0.7722272327288602
ROBOT,pair_diff,LAUNDRY-VACUUMING,ROBOT_LAUNDRY | ROBOT_VACUUMING,-2.249410861721566e-05,0.002598351576618149
ROBOT,pair_sum,MOPPING+VACUUMING,ROBOT_MOPPING | ROBOT_VACUUMING,0.00010039205059488003,0.032933142558372805
ROBOT,pair_diff,MOPPING-VACUUMING,ROBOT_MOPPING | ROBOT_VACUUMING,0.0011809457495710505,0.6879179877344879
SLEEP,pair_sum,POD_COTTON+POD_LAMB_WOOL,SLEEP_POD_COTTON | SLEEP_POD_LAMB_WOOL,0.0008926566705396184,0.5942548959991711
SLEEP,pair_diff,POD_COTTON-POD_LAMB_WOOL,SLEEP_POD_COTTON | SLEEP_POD_LAMB_WOOL,0.0007537573265830637,0.46739458471231143
SLEEP,pair_sum,POD_COTTON+POD_NYLON,SLEEP_POD_COTTON | SLEEP_POD_NYLON,0.0011614549952771716,0.7197243257682213
SLEEP,pair_diff,POD_COTTON-POD_NYLON,SLEEP_POD_COTTON | SLEEP_POD_NYLON,0.0004849590018455099,0.25644870749796256
SLEEP,pair_sum,POD_COTTON+POD_POLYESTER,SLEEP_POD_COTTON | SLEEP_POD_POLYESTER,0.0018340833335656484,0.7733120008825124
SLEEP,pair_diff,POD_COTTON-POD_POLYESTER,SLEEP_POD_COTTON | SLEEP_POD_POLYESTER,-0.00018766933644296583,0.11761234874265573
SLEEP,pair_sum,POD_COTTON+POD_SUEDE,SLEEP_POD_COTTON | SLEEP_POD_SUEDE,0.0016782735082425258,0.777273795432783
SLEEP,pair_diff,POD_COTTON-POD_SUEDE,SLEEP_POD_COTTON | SLEEP_POD_SUEDE,-3.18595111198439e-05,0.0015928577007293249
SLEEP,pair_sum,POD_LAMB_WOOL+POD_NYLON,SLEEP_POD_LAMB_WOOL | SLEEP_POD_NYLON,0.0004076976686941085,0.1957607982703187
SLEEP,pair_diff,POD_LAMB_WOOL-POD_NYLON,SLEEP_POD_LAMB_WOOL | SLEEP_POD_NYLON,-0.00026879832473755374,0.24389313587087866
SLEEP,pair_sum,POD_LAMB_WOOL+POD_POLYESTER,SLEEP_POD_LAMB_WOOL | SLEEP_POD_POLYESTER,0.0010803260069825844,0.7992461693322639
SLEEP,pair_diff,POD_LAMB_WOOL-POD_POLYESTER,SLEEP_POD_LAMB_WOOL | SLEEP_POD_POLYESTER,-0.0009414266630260297,0.5743569557863517
SLEEP,pair_sum,POD_LAMB_WOOL+POD_SUEDE,SLEEP_POD_LAMB_WOOL | SLEEP_POD_SUEDE,0.0009245161816594624,0.6851548191926713
SLEEP,pair_diff,POD_LAMB_WOOL-POD_SUEDE,SLEEP_POD_LAMB_WOOL | SLEEP_POD_SUEDE,-0.0007856168377029074,0.4513697389269892
SLEEP,pair_sum,POD_NYLON+POD_POLYESTER,SLEEP_POD_NYLON | SLEEP_POD_POLYESTER,0.001349124331720138,0.89794608389708
SLEEP,pair_diff,POD_NYLON-POD_POLYESTER,SLEEP_POD_NYLON | SLEEP_POD_POLYESTER,-0.000672628338288476,0.37351888524183763
SLEEP,pair_sum,POD_NYLON+POD_SUEDE,SLEEP_POD_NYLON | SLEEP_POD_SUEDE,0.0011933145063970161,0.8592731083635078
SLEEP,pair_diff,POD_NYLON-POD_SUEDE,SLEEP_POD_NYLON | SLEEP_POD_SUEDE,-0.000516818512965354,0.22396937405488904
SLEEP,pair_sum,POD_POLYESTER+POD_SUEDE,SLEEP_POD_POLYESTER | SLEEP_POD_SUEDE,0.001865942844685492,0.7966536865102625
SLEEP,pair_diff,POD_POLYESTER-POD_SUEDE,SLEEP_POD_POLYESTER | SLEEP_POD_SUEDE,0.0001558098253231221,0.07196307701204056
SNACKPACK,pair_sum,CHOCOLATE+PISTACHIO,SNACKPACK_CHOCOLATE | SNACKPACK_PISTACHIO,-0.0003275942364373269,0.7260646023212274
SNACKPACK,pair_diff,CHOCOLATE-PISTACHIO,SNACKPACK_CHOCOLATE | SNACKPACK_PISTACHIO,1.6011534902235047e-05,0.004802641705884271
SNACKPACK,pair_sum,CHOCOLATE+RASPBERRY,SNACKPACK_CHOCOLATE | SNACKPACK_RASPBERRY,-0.0001491041331978935,0.23071938942469333
SNACKPACK,pair_diff,CHOCOLATE-RASPBERRY,SNACKPACK_CHOCOLATE | SNACKPACK_RASPBERRY,-0.0001624785683371984,0.30005158636002394
SNACKPACK,pair_sum,CHOCOLATE+STRAWBERRY,SNACKPACK_CHOCOLATE | SNACKPACK_STRAWBERRY,0.000197477440416086,0.3127953372132015
SNACKPACK,pair_diff,CHOCOLATE-STRAWBERRY,SNACKPACK_CHOCOLATE | SNACKPACK_STRAWBERRY,-0.0005090601419511778,0.7729687992636989
SNACKPACK,pair_sum,CHOCOLATE+VANILLA,SNACKPACK_CHOCOLATE | SNACKPACK_VANILLA,-6.591759833879733e-05,0.561290614336549
SNACKPACK,pair_diff,CHOCOLATE-VANILLA,SNACKPACK_CHOCOLATE | SNACKPACK_VANILLA,-0.0002456651031962945,0.3267842965496266
SNACKPACK,pair_sum,PISTACHIO+RASPBERRY,SNACKPACK_PISTACHIO | SNACKPACK_RASPBERRY,-0.00016511566810012852,0.6326771392103707
SNACKPACK,pair_diff,PISTACHIO-RASPBERRY,SNACKPACK_PISTACHIO | SNACKPACK_RASPBERRY,-0.00017849010323943345,0.24978305583726645
SNACKPACK,pair_sum,PISTACHIO+STRAWBERRY,SNACKPACK_PISTACHIO | SNACKPACK_STRAWBERRY,0.000181465905513851,0.2304302092818793
SNACKPACK,pair_diff,PISTACHIO-STRAWBERRY,SNACKPACK_PISTACHIO | SNACKPACK_STRAWBERRY,-0.0005250716768534128,0.9089463865689986
SNACKPACK,pair_sum,PISTACHIO+VANILLA,SNACKPACK_PISTACHIO | SNACKPACK_VANILLA,-8.192913324103235e-05,0.1093026005820043
SNACKPACK,pair_diff,PISTACHIO-VANILLA,SNACKPACK_PISTACHIO | SNACKPACK_VANILLA,-0.0002616766380985296,0.5837169312975566
SNACKPACK,pair_sum,RASPBERRY+STRAWBERRY,SNACKPACK_RASPBERRY | SNACKPACK_STRAWBERRY,0.0003599560087532844,0.8838542059713604
SNACKPACK,pair_diff,RASPBERRY-STRAWBERRY,SNACKPACK_RASPBERRY | SNACKPACK_STRAWBERRY,-0.0003465815736139796,0.4247731170382529
SNACKPACK,pair_sum,RASPBERRY+VANILLA,SNACKPACK_RASPBERRY | SNACKPACK_VANILLA,9.65609699984011e-05,0.11273117376365263
SNACKPACK,pair_diff,RASPBERRY-VANILLA,SNACKPACK_RASPBERRY | SNACKPACK_VANILLA,-8.318653485909617e-05,0.08741536068144652
SNACKPACK,pair_sum,STRAWBERRY+VANILLA,SNACKPACK_STRAWBERRY | SNACKPACK_VANILLA,0.0004431425436123805,0.73291207166382
SNACKPACK,pair_diff,STRAWBERRY-VANILLA,SNACKPACK_STRAWBERRY | SNACKPACK_VANILLA,0.0002633950387548834,0.4092520296288477
TRANSLATOR,pair_sum,ASTRO_BLACK+ECLIPSE_CHARCOAL,TRANSLATOR_ASTRO_BLACK | TRANSLATOR_ECLIPSE_CHARCOAL,-0.0003459210563899123,0.30141615987403225
TRANSLATOR,pair_diff,ASTRO_BLACK-ECLIPSE_CHARCOAL,TRANSLATOR_ASTRO_BLACK | TRANSLATOR_ECLIPSE_CHARCOAL,-0.00043554699274505205,0.3271574692092891
TRANSLATOR,pair_sum,ASTRO_BLACK+GRAPHITE_MIST,TRANSLATOR_ASTRO_BLACK | TRANSLATOR_GRAPHITE_MIST,-0.00012619386980354874,0.030219991844139277
TRANSLATOR,pair_diff,ASTRO_BLACK-GRAPHITE_MIST,TRANSLATOR_ASTRO_BLACK | TRANSLATOR_GRAPHITE_MIST,-0.0006552741793314158,0.5518815883888577
TRANSLATOR,pair_sum,ASTRO_BLACK+SPACE_GRAY,TRANSLATOR_ASTRO_BLACK | TRANSLATOR_SPACE_GRAY,-0.0007570718530245244,0.7226845177332069
TRANSLATOR,pair_diff,ASTRO_BLACK-SPACE_GRAY,TRANSLATOR_ASTRO_BLACK | TRANSLATOR_SPACE_GRAY,-2.439619611044017e-05,0.0011437588478925749
TRANSLATOR,pair_sum,ASTRO_BLACK+VOID_BLUE,TRANSLATOR_ASTRO_BLACK | TRANSLATOR_VOID_BLUE,0.0001262681553536313,0.06044031718100636
TRANSLATOR,pair_diff,ASTRO_BLACK-VOID_BLUE,TRANSLATOR_ASTRO_BLACK | TRANSLATOR_VOID_BLUE,-0.0009077362044885959,0.6485408801019761
TRANSLATOR,pair_sum,ECLIPSE_CHARCOAL+GRAPHITE_MIST,TRANSLATOR_ECLIPSE_CHARCOAL | TRANSLATOR_GRAPHITE_MIST,0.0003093531229415035,0.1979021840643454
TRANSLATOR,pair_diff,ECLIPSE_CHARCOAL-GRAPHITE_MIST,TRANSLATOR_ECLIPSE_CHARCOAL | TRANSLATOR_GRAPHITE_MIST,-0.0002197271865863635,0.09300470389454821
TRANSLATOR,pair_sum,ECLIPSE_CHARCOAL+SPACE_GRAY,TRANSLATOR_ECLIPSE_CHARCOAL | TRANSLATOR_SPACE_GRAY,-0.00032152486027947207,0.23839772731609457
