spot_at_expiry,expected_payoff,n_paths
1.028690396640645943e+01,0.000000000000000000e+00,5.100000000000000000e+01
1.028690396640646121e+01,0.000000000000000000e+00,3.200000000000000000e+01
1.028690396640646298e+01,0.000000000000000000e+00,3.600000000000000000e+01
1.028690396640646476e+01,0.000000000000000000e+00,4.500000000000000000e+01
1.028690396640646654e+01,0.000000000000000000e+00,5.100000000000000000e+01
1.028690396640646831e+01,0.000000000000000000e+00,2.600000000000000000e+01
1.028690396640647009e+01,0.000000000000000000e+00,2.804100000000000000e+04
1.028690396640647187e+01,0.000000000000000000e+00,8.182000000000000000e+03
1.028690396640647364e+01,0.000000000000000000e+00,9.230000000000000000e+02
1.028690396640647542e+01,0.000000000000000000e+00,7.970000000000000000e+02
1.204906139712832136e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.204906139712832491e+01,0.000000000000000000e+00,5.000000000000000000e+00
1.204906139712832669e+01,0.000000000000000000e+00,1.400000000000000000e+01
1.204906139712832847e+01,0.000000000000000000e+00,1.600000000000000000e+01
1.204906139712833024e+01,0.000000000000000000e+00,1.000000000000000000e+02
1.204906139712833202e+01,0.000000000000000000e+00,5.600000000000000000e+01
1.204906139712833379e+01,0.000000000000000000e+00,1.000000000000000000e+02
1.204906139712833557e+01,0.000000000000000000e+00,1.070000000000000000e+02
1.204906139712833735e+01,0.000000000000000000e+00,1.170000000000000000e+02
1.204906139712833912e+01,0.000000000000000000e+00,1.860000000000000000e+02
1.204906139712834268e+01,0.000000000000000000e+00,5.338300000000000000e+04
1.204906139712834445e+01,0.000000000000000000e+00,9.930000000000000000e+03
1.204906139712834623e+01,0.000000000000000000e+00,1.239000000000000000e+03
1.204906139712834801e+01,0.000000000000000000e+00,1.903000000000000000e+03
1.411307824257680110e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.411307824257680466e+01,0.000000000000000000e+00,3.900000000000000000e+01
1.411307824257680643e+01,0.000000000000000000e+00,5.500000000000000000e+01
1.411307824257680821e+01,0.000000000000000000e+00,2.100000000000000000e+01
1.411307824257680998e+01,0.000000000000000000e+00,9.200000000000000000e+01
1.411307824257681176e+01,0.000000000000000000e+00,6.000000000000000000e+01
1.411307824257681354e+01,0.000000000000000000e+00,1.300000000000000000e+02
1.411307824257681531e+01,0.000000000000000000e+00,1.080000000000000000e+02
1.411307824257681709e+01,0.000000000000000000e+00,2.650000000000000000e+02
1.411307824257681887e+01,0.000000000000000000e+00,3.630000000000000000e+02
1.411307824257682064e+01,0.000000000000000000e+00,2.320000000000000000e+02
1.411307824257682242e+01,0.000000000000000000e+00,9.150000000000000000e+02
1.411307824257682597e+01,0.000000000000000000e+00,9.356300000000000000e+04
1.411307824257682775e+01,0.000000000000000000e+00,1.116400000000000000e+04
1.411307824257682952e+01,0.000000000000000000e+00,1.279000000000000000e+03
1.411307824257683130e+01,0.000000000000000000e+00,2.356000000000000000e+03
1.653066333686086153e+01,0.000000000000000000e+00,5.000000000000000000e+00
1.653066333686086509e+01,0.000000000000000000e+00,5.000000000000000000e+00
1.653066333686086864e+01,0.000000000000000000e+00,1.830000000000000000e+02
1.653066333686087219e+01,0.000000000000000000e+00,1.940000000000000000e+02
1.653066333686087575e+01,0.000000000000000000e+00,3.780000000000000000e+02
1.653066333686087930e+01,0.000000000000000000e+00,3.960000000000000000e+02
1.653066333686088285e+01,0.000000000000000000e+00,9.930000000000000000e+02
1.653066333686088640e+01,0.000000000000000000e+00,9.550000000000000000e+02
1.653066333686088996e+01,0.000000000000000000e+00,3.397000000000000000e+03
1.653066333686089351e+01,0.000000000000000000e+00,1.478780000000000000e+05
1.653066333686089706e+01,0.000000000000000000e+00,9.498000000000000000e+03
1.653066333686090061e+01,0.000000000000000000e+00,3.979000000000000000e+03
1.936238329156622484e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.936238329156622839e+01,0.000000000000000000e+00,8.000000000000000000e+00
1.936238329156623195e+01,0.000000000000000000e+00,2.400000000000000000e+01
1.936238329156623550e+01,0.000000000000000000e+00,3.140000000000000000e+02
1.936238329156623905e+01,0.000000000000000000e+00,4.340000000000000000e+02
1.936238329156624260e+01,0.000000000000000000e+00,6.620000000000000000e+02
1.936238329156624616e+01,0.000000000000000000e+00,1.012000000000000000e+03
1.936238329156624971e+01,0.000000000000000000e+00,8.600000000000000000e+02
1.936238329156625326e+01,0.000000000000000000e+00,1.843000000000000000e+03
1.936238329156625682e+01,0.000000000000000000e+00,3.161000000000000000e+03
1.936238329156626037e+01,0.000000000000000000e+00,8.231000000000000000e+03
1.936238329156626392e+01,0.000000000000000000e+00,1.768370000000000000e+05
1.936238329156626747e+01,0.000000000000000000e+00,1.976300000000000000e+04
1.936238329156627103e+01,0.000000000000000000e+00,1.658100000000000000e+04
1.936238329156627458e+01,0.000000000000000000e+00,9.615000000000000000e+03
2.267917984232059325e+01,0.000000000000000000e+00,2.000000000000000000e+00
2.267917984232059680e+01,0.000000000000000000e+00,2.000000000000000000e+00
2.267917984232060036e+01,0.000000000000000000e+00,5.000000000000000000e+00
2.267917984232060391e+01,0.000000000000000000e+00,2.600000000000000000e+01
2.267917984232060746e+01,0.000000000000000000e+00,1.920000000000000000e+02
2.267917984232061102e+01,0.000000000000000000e+00,5.620000000000000000e+02
2.267917984232061457e+01,0.000000000000000000e+00,1.491000000000000000e+03
2.267917984232061812e+01,0.000000000000000000e+00,1.455000000000000000e+03
2.267917984232062167e+01,0.000000000000000000e+00,2.983000000000000000e+03
2.267917984232062523e+01,0.000000000000000000e+00,3.136000000000000000e+03
2.267917984232062878e+01,0.000000000000000000e+00,4.313000000000000000e+03
2.267917984232063233e+01,0.000000000000000000e+00,7.334000000000000000e+03
2.267917984232063588e+01,0.000000000000000000e+00,1.707800000000000000e+04
2.267917984232063944e+01,0.000000000000000000e+00,1.073670000000000000e+05
2.267917984232064299e+01,0.000000000000000000e+00,6.587000000000000000e+04
2.267917984232064654e+01,0.000000000000000000e+00,2.849900000000000000e+04
2.267917984232065010e+01,0.000000000000000000e+00,2.603200000000000000e+04
2.267917984232065365e+01,0.000000000000000000e+00,2.883600000000000000e+04
2.267917984232065720e+01,0.000000000000000000e+00,2.321000000000000000e+04
2.656414711841579290e+01,0.000000000000000000e+00,4.000000000000000000e+00
2.656414711841579646e+01,0.000000000000000000e+00,2.600000000000000000e+02
2.656414711841580001e+01,0.000000000000000000e+00,8.610000000000000000e+02
2.656414711841580356e+01,0.000000000000000000e+00,1.366000000000000000e+03
2.656414711841580711e+01,0.000000000000000000e+00,1.348000000000000000e+03
2.656414711841581067e+01,0.000000000000000000e+00,2.181000000000000000e+03
2.656414711841581422e+01,0.000000000000000000e+00,2.526000000000000000e+03
2.656414711841581777e+01,0.000000000000000000e+00,7.062000000000000000e+03
2.656414711841582132e+01,0.000000000000000000e+00,6.366000000000000000e+03
2.656414711841582488e+01,0.000000000000000000e+00,6.242000000000000000e+03
2.656414711841582843e+01,0.000000000000000000e+00,2.203700000000000000e+04
2.656414711841583198e+01,0.000000000000000000e+00,3.211100000000000000e+04
2.656414711841583554e+01,0.000000000000000000e+00,6.778900000000000000e+04
2.656414711841583909e+01,0.000000000000000000e+00,7.490200000000000000e+04
2.656414711841584264e+01,0.000000000000000000e+00,3.483000000000000000e+04
2.656414711841584619e+01,0.000000000000000000e+00,3.099000000000000000e+04
2.656414711841584975e+01,0.000000000000000000e+00,5.060500000000000000e+04
2.656414711841585330e+01,0.000000000000000000e+00,3.430700000000000000e+04
2.656414711841585685e+01,0.000000000000000000e+00,1.762900000000000000e+04
2.656414711841586040e+01,0.000000000000000000e+00,3.862000000000000000e+03
3.111461336057880445e+01,0.000000000000000000e+00,3.170000000000000000e+02
3.111461336057880800e+01,0.000000000000000000e+00,6.120000000000000000e+02
3.111461336057881155e+01,0.000000000000000000e+00,2.758000000000000000e+03
3.111461336057881510e+01,0.000000000000000000e+00,3.154000000000000000e+03
3.111461336057881866e+01,0.000000000000000000e+00,1.023000000000000000e+03
3.111461336057882221e+01,0.000000000000000000e+00,3.232000000000000000e+03
3.111461336057882932e+01,0.000000000000000000e+00,7.928000000000000000e+03
3.111461336057883287e+01,0.000000000000000000e+00,1.558000000000000000e+03
3.111461336057883642e+01,0.000000000000000000e+00,8.808000000000000000e+03
3.111461336057883997e+01,0.000000000000000000e+00,5.792000000000000000e+03
3.111461336057884353e+01,0.000000000000000000e+00,4.013200000000000000e+04
3.111461336057884708e+01,0.000000000000000000e+00,1.960900000000000000e+04
3.111461336057885063e+01,0.000000000000000000e+00,6.956800000000000000e+04
3.111461336057885418e+01,0.000000000000000000e+00,3.772400000000000000e+04
3.111461336057885774e+01,0.000000000000000000e+00,8.038200000000000000e+04
3.111461336057886129e+01,0.000000000000000000e+00,3.420500000000000000e+04
3.111461336057886484e+01,0.000000000000000000e+00,2.742700000000000000e+04
3.111461336057886840e+01,0.000000000000000000e+00,5.567700000000000000e+04
3.111461336057887195e+01,0.000000000000000000e+00,1.527600000000000000e+04
3.111461336057887550e+01,0.000000000000000000e+00,3.908100000000000000e+04
3.111461336057887905e+01,0.000000000000000000e+00,1.489000000000000000e+03
3.111461336057888261e+01,0.000000000000000000e+00,7.185000000000000000e+03
3.644457923917885012e+01,0.000000000000000000e+00,2.200000000000000000e+02
3.644457923917885722e+01,1.715047497220824724e+00,4.749000000000000000e+03
3.644457923917886433e+01,1.864600751106979981e+00,5.194000000000000000e+03
3.644457923917887143e+01,2.722685617504349231e+00,6.913000000000000000e+03
3.644457923917887854e+01,2.740137953827772144e+00,9.398000000000000000e+03
3.644457923917888564e+01,2.473526461667167720e+00,1.280100000000000000e+04
3.644457923917889275e+01,4.299939878416784822e+00,1.019900000000000000e+04
3.644457923917889985e+01,1.616460159510000105e+00,4.314600000000000000e+04
3.644457923917890696e+01,1.201440589204423537e+00,6.381100000000000000e+04
3.644457923917891407e+01,1.262802959687697735e+00,1.203840000000000000e+05
3.644457923917892117e+01,1.278163722089309173e+00,4.145300000000000000e+04
3.644457923917892828e+01,5.112826446077511910e-01,8.117300000000000000e+04
3.644457923917893538e+01,1.131778583749227129e+00,9.246500000000000000e+04
3.644457923917894249e+01,1.510186234762579627e+00,9.914000000000000000e+03
4.268757385889876588e+01,0.000000000000000000e+00,4.100000000000000000e+01
4.268757385889877298e+01,5.496259194493003930e-01,1.157000000000000000e+03
4.268757385889878009e+01,1.282713916270746157e+00,4.963000000000000000e+03
4.268757385889878719e+01,1.364838363213210837e+00,5.337000000000000000e+03
4.268757385889879430e+01,1.480559421320622127e+00,9.910000000000000000e+03
4.268757385889880140e+01,1.510930654916347704e+00,9.319000000000000000e+03
4.268757385889880851e+01,1.291046249068817264e+00,1.089900000000000000e+04
4.268757385889881562e+01,1.329559818546049987e+00,1.899600000000000000e+04
4.268757385889882272e+01,1.081220657833145804e+00,3.129800000000000000e+04
4.268757385889882983e+01,1.239936259245347783e+00,4.163700000000000000e+04
4.268757385889883693e+01,1.804470099863926924e+00,3.026900000000000000e+04
4.268757385889884404e+01,8.530938155252938415e-01,1.198670000000000000e+05
4.268757385889885114e+01,7.345425132132269441e-01,4.565400000000000000e+04
4.268757385889885825e+01,3.591811889407574565e-01,7.181000000000000000e+04
4.268757385889886535e+01,6.242763249381804158e-01,1.042650000000000000e+05
4.268757385889887246e+01,1.387707823261375761e+00,7.337000000000000000e+03
4.999999999999985079e+01,0.000000000000000000e+00,1.000000000000000000e+00
4.999999999999985789e+01,0.000000000000000000e+00,5.000000000000000000e+00
4.999999999999986500e+01,0.000000000000000000e+00,5.470000000000000000e+02
4.999999999999987210e+01,0.000000000000000000e+00,2.982000000000000000e+03
4.999999999999987921e+01,0.000000000000000000e+00,3.172000000000000000e+03
4.999999999999988631e+01,0.000000000000000000e+00,4.682000000000000000e+03
4.999999999999989342e+01,0.000000000000000000e+00,8.021000000000000000e+03
4.999999999999990052e+01,0.000000000000000000e+00,9.679000000000000000e+03
4.999999999999990763e+01,0.000000000000000000e+00,9.653000000000000000e+03
4.999999999999991473e+01,0.000000000000000000e+00,1.557600000000000000e+04
4.999999999999992184e+01,0.000000000000000000e+00,2.060700000000000000e+04
4.999999999999992895e+01,0.000000000000000000e+00,1.836100000000000000e+04
4.999999999999993605e+01,0.000000000000000000e+00,3.571100000000000000e+04
4.999999999999994316e+01,0.000000000000000000e+00,8.030500000000000000e+04
4.999999999999995026e+01,0.000000000000000000e+00,1.120610000000000000e+05
4.999999999999995737e+01,0.000000000000000000e+00,4.111100000000000000e+04
4.999999999999996447e+01,0.000000000000000000e+00,4.899000000000000000e+04
4.999999999999997158e+01,0.000000000000000000e+00,6.280700000000000000e+04
4.999999999999997868e+01,0.000000000000000000e+00,7.891000000000000000e+03
4.999999999999998579e+01,0.000000000000000000e+00,7.298000000000000000e+03
4.999999999999999289e+01,0.000000000000000000e+00,1.599000000000000000e+03
5.856505240292143810e+01,0.000000000000000000e+00,9.000000000000000000e+00
5.856505240292145231e+01,0.000000000000000000e+00,1.419000000000000000e+03
5.856505240292145942e+01,0.000000000000000000e+00,3.366000000000000000e+03
5.856505240292146652e+01,0.000000000000000000e+00,2.476000000000000000e+03
5.856505240292147363e+01,0.000000000000000000e+00,4.725000000000000000e+03
5.856505240292148073e+01,0.000000000000000000e+00,4.410000000000000000e+03
5.856505240292148784e+01,0.000000000000000000e+00,3.701000000000000000e+03
5.856505240292149495e+01,0.000000000000000000e+00,3.900000000000000000e+03
5.856505240292150916e+01,0.000000000000000000e+00,1.082600000000000000e+04
5.856505240292151626e+01,0.000000000000000000e+00,8.072000000000000000e+03
5.856505240292152337e+01,0.000000000000000000e+00,1.913900000000000000e+04
5.856505240292153758e+01,0.000000000000000000e+00,1.001410000000000000e+05
5.856505240292154468e+01,0.000000000000000000e+00,1.126130000000000000e+05
5.856505240292155179e+01,0.000000000000000000e+00,5.923500000000000000e+04
5.856505240292155889e+01,0.000000000000000000e+00,3.274600000000000000e+04
5.856505240292156600e+01,0.000000000000000000e+00,2.785300000000000000e+04
5.856505240292157310e+01,0.000000000000000000e+00,1.841200000000000000e+04
5.856505240292158021e+01,0.000000000000000000e+00,4.657000000000000000e+03
5.856505240292158732e+01,0.000000000000000000e+00,5.154000000000000000e+03
5.856505240292159442e+01,0.000000000000000000e+00,7.097000000000000000e+03
5.856505240292160153e+01,0.000000000000000000e+00,9.740000000000000000e+02
5.856505240292160863e+01,0.000000000000000000e+00,5.469000000000000000e+03
6.859730725913885863e+01,0.000000000000000000e+00,3.000000000000000000e+00
6.859730725913887284e+01,0.000000000000000000e+00,7.000000000000000000e+00
6.859730725913888705e+01,0.000000000000000000e+00,3.400000000000000000e+01
6.859730725913890126e+01,0.000000000000000000e+00,1.300000000000000000e+03
6.859730725913891547e+01,0.000000000000000000e+00,7.021000000000000000e+03
6.859730725913892968e+01,0.000000000000000000e+00,9.338000000000000000e+03
6.859730725913894389e+01,0.000000000000000000e+00,5.058000000000000000e+03
6.859730725913895810e+01,0.000000000000000000e+00,7.041000000000000000e+03
6.859730725913897231e+01,0.000000000000000000e+00,1.146000000000000000e+04
6.859730725913898652e+01,0.000000000000000000e+00,2.454600000000000000e+04
6.859730725913900073e+01,0.000000000000000000e+00,1.571520000000000000e+05
6.859730725913901495e+01,0.000000000000000000e+00,6.798300000000000000e+04
6.859730725913902916e+01,0.000000000000000000e+00,2.586700000000000000e+04
6.859730725913904337e+01,0.000000000000000000e+00,1.898600000000000000e+04
6.859730725913905758e+01,0.000000000000000000e+00,4.233000000000000000e+03
6.859730725913907179e+01,0.000000000000000000e+00,1.809000000000000000e+04
6.859730725913908600e+01,0.000000000000000000e+00,7.655000000000000000e+03
8.034809788661561925e+01,0.000000000000000000e+00,1.000000000000000000e+00
8.034809788661564767e+01,0.000000000000000000e+00,1.100000000000000000e+01
8.034809788661566188e+01,0.000000000000000000e+00,3.800000000000000000e+01
8.034809788661567609e+01,0.000000000000000000e+00,1.810000000000000000e+02
8.034809788661569030e+01,0.000000000000000000e+00,7.080000000000000000e+02
8.034809788661570451e+01,0.000000000000000000e+00,1.662000000000000000e+03
8.034809788661571872e+01,0.000000000000000000e+00,3.383000000000000000e+03
8.034809788661573293e+01,0.000000000000000000e+00,6.267000000000000000e+03
8.034809788661574714e+01,0.000000000000000000e+00,8.928000000000000000e+03
8.034809788661576135e+01,0.000000000000000000e+00,1.086200000000000000e+04
8.034809788661577556e+01,0.000000000000000000e+00,2.125900000000000000e+04
8.034809788661578978e+01,0.000000000000000000e+00,8.708000000000000000e+03
8.034809788661580399e+01,0.000000000000000000e+00,3.287300000000000000e+04
8.034809788661581820e+01,0.000000000000000000e+00,1.036470000000000000e+05
8.034809788661583241e+01,0.000000000000000000e+00,3.286800000000000000e+04
8.034809788661584662e+01,0.000000000000000000e+00,1.650200000000000000e+04
8.034809788661586083e+01,0.000000000000000000e+00,9.209000000000000000e+03
8.034809788661587504e+01,0.000000000000000000e+00,2.336000000000000000e+03
8.034809788661588925e+01,0.000000000000000000e+00,2.189000000000000000e+04
8.034809788661590346e+01,0.000000000000000000e+00,6.489000000000000000e+03
9.411181126409439912e+01,0.000000000000000000e+00,1.000000000000000000e+00
9.411181126409441333e+01,0.000000000000000000e+00,6.000000000000000000e+00
9.411181126409442754e+01,0.000000000000000000e+00,2.700000000000000000e+01
9.411181126409444175e+01,0.000000000000000000e+00,2.000000000000000000e+01
9.411181126409445596e+01,0.000000000000000000e+00,2.070000000000000000e+02
9.411181126409447018e+01,0.000000000000000000e+00,6.250000000000000000e+02
9.411181126409448439e+01,0.000000000000000000e+00,3.680000000000000000e+02
9.411181126409449860e+01,0.000000000000000000e+00,1.313000000000000000e+03
9.411181126409451281e+01,0.000000000000000000e+00,3.194000000000000000e+03
9.411181126409452702e+01,0.000000000000000000e+00,1.354900000000000000e+04
9.411181126409454123e+01,0.000000000000000000e+00,1.275700000000000000e+04
9.411181126409455544e+01,0.000000000000000000e+00,2.335400000000000000e+04
9.411181126409456965e+01,0.000000000000000000e+00,2.217100000000000000e+04
9.411181126409458386e+01,0.000000000000000000e+00,2.418700000000000000e+04
9.411181126409459807e+01,0.000000000000000000e+00,4.166100000000000000e+04
9.411181126409461228e+01,0.000000000000000000e+00,1.641500000000000000e+04
9.411181126409462649e+01,0.000000000000000000e+00,3.657000000000000000e+03
9.411181126409464071e+01,0.000000000000000000e+00,1.052400000000000000e+04
9.411181126409465492e+01,0.000000000000000000e+00,1.074900000000000000e+04
9.411181126409466913e+01,0.000000000000000000e+00,3.800000000000000000e+03
9.411181126409468334e+01,0.000000000000000000e+00,2.221000000000000000e+03
9.411181126409469755e+01,0.000000000000000000e+00,1.841800000000000000e+04
9.411181126409471176e+01,0.000000000000000000e+00,2.330000000000000000e+03
1.102332631683111259e+02,0.000000000000000000e+00,1.000000000000000000e+00
1.102332631683111401e+02,0.000000000000000000e+00,2.000000000000000000e+00
1.102332631683111686e+02,0.000000000000000000e+00,1.500000000000000000e+01
1.102332631683111828e+02,0.000000000000000000e+00,1.400000000000000000e+01
1.102332631683111970e+02,0.000000000000000000e+00,8.000000000000000000e+01
1.102332631683112112e+02,0.000000000000000000e+00,2.570000000000000000e+02
1.102332631683112254e+02,0.000000000000000000e+00,7.340000000000000000e+02
1.102332631683112396e+02,0.000000000000000000e+00,1.190000000000000000e+03
1.102332631683112538e+02,0.000000000000000000e+00,1.085000000000000000e+03
1.102332631683112680e+02,0.000000000000000000e+00,3.385000000000000000e+03
1.102332631683112822e+02,0.000000000000000000e+00,5.314000000000000000e+03
1.102332631683112965e+02,0.000000000000000000e+00,6.793000000000000000e+03
1.102332631683113107e+02,0.000000000000000000e+00,7.732000000000000000e+03
1.102332631683113249e+02,0.000000000000000000e+00,9.407000000000000000e+03
1.102332631683113391e+02,0.000000000000000000e+00,2.179500000000000000e+04
1.102332631683113533e+02,0.000000000000000000e+00,7.768000000000000000e+03
1.102332631683113675e+02,0.000000000000000000e+00,2.320100000000000000e+04
1.102332631683113817e+02,0.000000000000000000e+00,8.728000000000000000e+03
1.102332631683113959e+02,0.000000000000000000e+00,9.785000000000000000e+03
1.102332631683114101e+02,0.000000000000000000e+00,9.287000000000000000e+03
1.102332631683114244e+02,0.000000000000000000e+00,2.433000000000000000e+03
1.102332631683114386e+02,0.000000000000000000e+00,9.276000000000000000e+03
1.102332631683114528e+02,0.000000000000000000e+00,3.974000000000000000e+03
1.102332631683114670e+02,0.000000000000000000e+00,3.429000000000000000e+03
1.102332631683114812e+02,0.000000000000000000e+00,7.189000000000000000e+03
1.102332631683114954e+02,0.000000000000000000e+00,1.321000000000000000e+03
1.291163366799438563e+02,0.000000000000000000e+00,9.000000000000000000e+00
1.291163366799438847e+02,0.000000000000000000e+00,6.700000000000000000e+01
1.291163366799439132e+02,0.000000000000000000e+00,5.400000000000000000e+02
1.291163366799439416e+02,0.000000000000000000e+00,4.701000000000000000e+03
1.291163366799439700e+02,0.000000000000000000e+00,4.354000000000000000e+03
1.291163366799439984e+02,0.000000000000000000e+00,3.103000000000000000e+03
1.291163366799440269e+02,0.000000000000000000e+00,2.960000000000000000e+03
1.291163366799440553e+02,0.000000000000000000e+00,1.588100000000000000e+04
1.291163366799440837e+02,0.000000000000000000e+00,2.026400000000000000e+04
1.291163366799441121e+02,0.000000000000000000e+00,1.495600000000000000e+04
1.291163366799441405e+02,0.000000000000000000e+00,1.028800000000000000e+04
1.291163366799441690e+02,0.000000000000000000e+00,1.087600000000000000e+04
1.291163366799441974e+02,0.000000000000000000e+00,4.011000000000000000e+03
1.291163366799442258e+02,0.000000000000000000e+00,1.386000000000000000e+03
1.512341004746836575e+02,0.000000000000000000e+00,1.300000000000000000e+01
1.512341004746836859e+02,0.000000000000000000e+00,3.990000000000000000e+02
1.512341004746837143e+02,0.000000000000000000e+00,2.518000000000000000e+03
1.512341004746837427e+02,0.000000000000000000e+00,1.392000000000000000e+03
1.512341004746837712e+02,0.000000000000000000e+00,9.940000000000000000e+02
1.512341004746837996e+02,0.000000000000000000e+00,7.460000000000000000e+02
1.512341004746838280e+02,0.000000000000000000e+00,2.680000000000000000e+02
1.512341004746838564e+02,0.000000000000000000e+00,2.860000000000000000e+02
1.512341004746838848e+02,0.000000000000000000e+00,7.547000000000000000e+03
1.512341004746839133e+02,0.000000000000000000e+00,1.006700000000000000e+04
1.512341004746839417e+02,0.000000000000000000e+00,1.040100000000000000e+04
1.512341004746839701e+02,0.000000000000000000e+00,7.530000000000000000e+03
1.512341004746839985e+02,0.000000000000000000e+00,8.206000000000000000e+03
1.512341004746840269e+02,0.000000000000000000e+00,4.001000000000000000e+03
1.512341004746840554e+02,0.000000000000000000e+00,8.760000000000000000e+02
1.771406603881711987e+02,0.000000000000000000e+00,1.000000000000000000e+00
1.771406603881712272e+02,0.000000000000000000e+00,2.980000000000000000e+02
